                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.43503,                0.31423,                 0.8744,                0.83431,                0.81866,                0.83505,                0.68342,                0.74367,                 0.6162,                 1.0385,             0.00019807,             0.00019807,             0.00019807
                    160,                0.44244,                0.31726,                0.88255,                0.86877,                0.80709,                0.84104,                0.68244,                0.74232,                0.61103,                 1.0383,             0.00019357,             0.00019357,             0.00019357
                    161,                0.43273,                0.31436,                0.87968,                0.83307,                0.81935,                0.83549,                0.68353,                0.74515,                0.60337,                 1.0379,             0.00018907,             0.00018907,             0.00018907
                    162,                0.43202,                0.31337,                0.87853,                0.83542,                0.82514,                0.83091,                0.67582,                0.75673,                0.63645,                 1.0468,             0.00018457,             0.00018457,             0.00018457
                    163,                0.43416,                0.30859,                0.87362,                 0.8559,                0.78893,                 0.8267,                0.67346,                0.74532,                0.65095,                  1.041,             0.00018007,             0.00018007,             0.00018007
                    164,                0.43003,                0.30751,                0.87458,                0.84758,                0.80284,                0.82858,                 0.6775,                 0.7471,                 0.6379,                 1.0463,             0.00017557,             0.00017557,             0.00017557
                    165,                0.41913,                0.30615,                0.87403,                0.83635,                0.81224,                0.82848,                0.67277,                0.74405,                0.62403,                 1.0445,             0.00017107,             0.00017107,             0.00017107
                    166,                0.42678,                 0.3021,                0.87334,                0.84809,                0.80535,                0.83049,                0.67734,                0.75192,                0.62275,                 1.0441,             0.00016657,             0.00016657,             0.00016657
                    167,                0.42319,                0.30673,                0.87585,                0.82311,                0.83132,                0.84364,                0.68942,                 0.7475,                 0.6217,                 1.0398,             0.00016207,             0.00016207,             0.00016207
                    168,                0.42955,                0.31118,                0.87434,                0.84306,                 0.8123,                0.83651,                0.69049,                0.75099,                0.62284,                 1.0402,             0.00015758,             0.00015758,             0.00015758
                    169,                0.42096,                0.30344,                0.87261,                0.86011,                0.79864,                0.83218,                0.68385,                0.74734,                0.63546,                 1.0405,             0.00015308,             0.00015308,             0.00015308
                    170,                0.42418,                0.30206,                0.87143,                0.86343,                0.80322,                0.83777,                0.68556,                0.74996,                0.62599,                 1.0465,             0.00014858,             0.00014858,             0.00014858
                    171,                 0.4228,                 0.2991,                0.87492,                0.84794,                0.81618,                0.84302,                0.68922,                0.74921,                0.61941,                 1.0477,             0.00014408,             0.00014408,             0.00014408
                    172,                0.42706,                0.30042,                0.87019,                0.86092,                0.79776,                0.83809,                0.68502,                0.75449,                0.63976,                   1.05,             0.00013958,             0.00013958,             0.00013958
                    173,                0.42357,                0.30415,                0.87125,                0.85937,                0.79232,                 0.8429,                0.68683,                0.75387,                0.63124,                 1.0418,             0.00013508,             0.00013508,             0.00013508
                    174,                0.42251,                0.29725,                 0.8748,                0.82346,                0.82197,                0.83649,                 0.6818,                0.75562,                0.63527,                 1.0475,             0.00013058,             0.00013058,             0.00013058
                    175,                0.41795,                0.29683,                0.87325,                0.85965,                0.80198,                0.83543,                0.68726,                0.74704,                0.61695,                 1.0424,             0.00012608,             0.00012608,             0.00012608
                    176,                0.40608,                0.28699,                0.86879,                0.84659,                 0.8089,                0.83408,                0.68405,                0.74804,                0.62792,                 1.0436,             0.00012158,             0.00012158,             0.00012158
                    177,                0.42116,                0.29657,                0.87535,                 0.8719,                0.78583,                0.83708,                0.68255,                0.74732,                0.64151,                 1.0498,             0.00011708,             0.00011708,             0.00011708
                    178,                0.41534,                0.29243,                0.87551,                0.82955,                0.81649,                 0.8357,                0.68325,                0.75191,                0.64688,                 1.0502,             0.00011258,             0.00011258,             0.00011258
                    179,                0.40923,                0.29264,                0.86314,                0.84683,                0.81395,                0.83945,                0.68195,                0.75003,                0.63796,                 1.0505,             0.00010808,             0.00010808,             0.00010808
                    180,                0.41514,                0.29857,                0.86922,                0.85289,                0.81155,                0.83624,                0.68278,                  0.751,                0.63413,                 1.0496,             0.00010358,             0.00010358,             0.00010358
                    181,                0.41455,                0.29554,                0.87178,                0.85525,                0.80582,                0.83691,                0.68418,                0.74555,                0.62778,                 1.0449,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    182,                0.41387,                0.29371,                0.86908,                0.83696,                0.81709,                0.83944,                0.68714,                0.74436,                0.63116,                 1.0457,             9.4581e-05,             9.4581e-05,             9.4581e-05
                    183,                 0.4024,                0.28762,                0.86639,                0.87641,                0.79705,                 0.8398,                0.68642,                0.75023,                0.63196,                 1.0467,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    184,                0.40902,                0.28928,                0.86965,                0.84081,                0.82816,                0.83625,                0.68302,                 0.7505,                0.62681,                 1.0499,             8.5582e-05,             8.5582e-05,             8.5582e-05
                    185,                0.41227,                0.29001,                0.86751,                0.85059,                0.81839,                0.83723,                0.68336,                0.75346,                 0.6249,                 1.0577,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    186,                0.39995,                0.28381,                 0.8677,                0.84467,                0.80831,                0.83411,                0.68324,                0.75651,                0.63329,                 1.0572,             7.6583e-05,             7.6583e-05,             7.6583e-05
                    187,                0.39591,                0.28681,                0.86475,                0.84689,                0.80876,                0.83396,                0.68734,                0.74864,                0.62475,                  1.054,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    188,                0.40398,                0.28977,                0.87298,                0.82794,                0.82468,                0.83211,                0.68625,                0.74822,                0.62203,                 1.0536,             6.7584e-05,             6.7584e-05,             6.7584e-05
                    189,                0.40051,                0.28445,                0.86927,                0.82928,                0.83212,                0.83739,                0.68772,                0.74713,                0.64109,                 1.0507,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    190,                0.40934,                0.28779,                0.87159,                0.82502,                0.83482,                0.83498,                0.68417,                0.74845,                0.63243,                 1.0481,             5.8585e-05,             5.8585e-05,             5.8585e-05
                    191,                0.34743,                0.23569,                0.82983,                0.84042,                0.82826,                0.82889,                0.67628,                 0.7437,                0.62342,                 1.0513,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    192,                0.34086,                0.22483,                0.82867,                0.83445,                0.82829,                0.82966,                0.67567,                0.74269,                0.62951,                 1.0514,             4.9586e-05,             4.9586e-05,             4.9586e-05
                    193,                0.33957,                  0.226,                0.82817,                0.85917,                0.80828,                  0.834,                0.68015,                0.74163,                0.63315,                 1.0507,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    194,                 0.3316,                0.21997,                0.82443,                0.83988,                0.82458,                 0.8352,                0.67992,                0.74217,                0.62314,                  1.053,             4.0587e-05,             4.0587e-05,             4.0587e-05
                    195,                 0.3373,                0.22041,                0.83135,                0.83979,                0.82935,                0.83738,                0.68306,                0.74119,                0.61926,                 1.0502,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    196,                0.33012,                0.21924,                0.82636,                0.86144,                0.80815,                0.83736,                0.68417,                0.74042,                0.62253,                 1.0487,             3.1588e-05,             3.1588e-05,             3.1588e-05
                    197,                0.32841,                0.21745,                0.82519,                0.85511,                0.81981,                0.83789,                0.68248,                 0.7452,                0.62378,                 1.0492,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    198,                0.32723,                0.21724,                0.82897,                0.85888,                0.81302,                0.83759,                0.68122,                0.74268,                  0.621,                 1.0507,             2.2589e-05,             2.2589e-05,             2.2589e-05
                    199,                0.33073,                0.21817,                0.82819,                0.85307,                0.80779,                0.83824,                0.68333,                0.74421,                0.61982,                 1.0512,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    200,                 0.3248,                0.21454,                 0.8316,                0.85687,                0.81923,                0.83991,                0.68483,                0.74318,                0.61987,                 1.0497,              1.359e-05,              1.359e-05,              1.359e-05
