                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.43863,                0.31586,                 0.8772,                0.84471,                0.80671,                0.84158,                0.68475,                 0.7431,                 0.6267,                 1.0405,             0.00024209,             0.00024209,             0.00024209
                    160,                0.45171,                0.31869,                0.88575,                0.82997,                0.80674,                0.83445,                0.67882,                0.74555,                0.62638,                  1.044,             0.00023659,             0.00023659,             0.00023659
                    161,                0.43935,                0.31725,                0.88261,                0.84096,                0.80588,                0.83525,                0.67416,                0.74513,                0.61203,                 1.0465,             0.00023109,             0.00023109,             0.00023109
                    162,                0.43656,                0.31837,                0.88114,                0.81895,                0.82424,                0.83651,                0.67736,                0.75617,                0.61342,                 1.0527,             0.00022559,             0.00022559,             0.00022559
                    163,                 0.4367,                0.31176,                0.87697,                0.81445,                0.81594,                0.83823,                 0.6836,                 0.7517,                0.62882,                 1.0549,             0.00022009,             0.00022009,             0.00022009
                    164,                0.43717,                0.30772,                0.87722,                 0.8306,                0.81003,                0.84005,                0.68016,                0.74942,                0.62405,                 1.0478,             0.00021459,             0.00021459,             0.00021459
                    165,                0.42713,                0.31031,                0.87535,                0.84245,                0.80959,                 0.8421,                0.68338,                 0.7454,                0.60629,                 1.0459,             0.00020909,             0.00020909,             0.00020909
                    166,                 0.4297,                 0.3045,                 0.8742,                0.83063,                0.81395,                0.83956,                0.68628,                0.75065,                0.60515,                 1.0486,             0.00020359,             0.00020359,             0.00020359
                    167,                0.42982,                0.31072,                0.87815,                0.84528,                0.80164,                0.83357,                 0.6759,                0.74809,                0.62682,                 1.0496,             0.00019809,             0.00019809,             0.00019809
                    168,                0.43675,                0.31137,                0.87837,                0.84692,                0.80027,                0.82957,                0.67516,                0.75366,                0.62267,                 1.0543,             0.00019259,             0.00019259,             0.00019259
                    169,                0.42634,                0.30539,                0.87457,                0.82575,                 0.8105,                 0.8363,                0.67682,                 0.7493,                0.63024,                  1.054,             0.00018709,             0.00018709,             0.00018709
                    170,                0.43314,                0.30673,                0.87415,                0.83232,                0.80325,                0.83442,                0.68108,                0.75342,                0.62656,                 1.0584,             0.00018159,             0.00018159,             0.00018159
                    171,                0.42614,                0.30059,                0.87606,                0.83262,                0.80547,                0.83724,                0.68361,                0.74591,                0.62071,                 1.0566,             0.00017609,             0.00017609,             0.00017609
                    172,                0.42957,                0.30553,                 0.8702,                0.83087,                 0.8152,                0.83919,                0.68409,                0.75066,                 0.6244,                 1.0567,             0.00017059,             0.00017059,             0.00017059
                    173,                0.42657,                0.30555,                0.87332,                0.83202,                0.81317,                0.84148,                 0.6856,                0.74902,                0.59794,                 1.0612,             0.00016509,             0.00016509,             0.00016509
                    174,                0.42324,                0.30071,                0.87595,                0.84801,                0.80123,                0.83772,                0.67988,                0.75369,                0.61831,                 1.0596,              0.0001596,              0.0001596,              0.0001596
                    175,                0.42724,                0.30075,                0.87597,                0.83953,                0.81368,                0.83563,                0.67757,                0.75038,                0.61718,                 1.0496,              0.0001541,              0.0001541,              0.0001541
                    176,                0.41173,                0.29167,                0.87055,                0.82547,                0.81731,                0.83655,                0.68198,                0.75295,                0.60831,                 1.0557,              0.0001486,              0.0001486,              0.0001486
                    177,                0.42589,                0.30058,                0.87485,                0.82808,                0.80859,                 0.8368,                 0.6833,                0.74495,                 0.6287,                 1.0546,              0.0001431,              0.0001431,              0.0001431
                    178,                0.41822,                0.29425,                0.87575,                0.83306,                0.80361,                0.83904,                0.68117,                0.74951,                0.63115,                 1.0584,              0.0001376,              0.0001376,              0.0001376
                    179,                0.41547,                0.29341,                0.86478,                 0.8481,                0.80244,                0.84124,                0.68115,                0.75036,                0.62092,                 1.0582,              0.0001321,              0.0001321,              0.0001321
                    180,                0.41894,                0.30023,                0.87036,                0.84737,                0.79736,                0.83617,                0.68165,                0.74853,                0.62427,                 1.0536,              0.0001266,              0.0001266,              0.0001266
                    181,                0.41479,                 0.2955,                0.87097,                0.84559,                0.80339,                0.83685,                0.68031,                0.74672,                 0.6263,                 1.0558,              0.0001211,              0.0001211,              0.0001211
